1443734662 0 0 0 0 1 0
1443734895 0 0 0 0 2 0
1443797806 0 0 1 0 2 0
1444140496 0 0 1 1 2 0
1444742500 0 0 1 2 2 0
1444743145 0 0 1 3 2 0
1446223932 0 0 1 3 2 1
1447367946 0 0 1 3 3 1
1447368422 0 0 1 3 4 1
1447430512 0 0 1 3 4 2
1448281284 1 0 1 3 4 2
1448282161 1 0 1 3 5 2
1448282416 2 0 1 3 5 2
1448588022 2 0 1 4 5 2
1448588067 2 0 1 5 5 2
1448588202 2 0 1 6 5 2
1449244286 2 0 2 6 5 2
1452870094 2 0 3 6 5 2
1453468135 3 0 3 6 5 2
1453468212 4 0 3 6 5 2
1453824370 5 0 3 6 5 2
1454072978 5 0 4 6 5 2
1454677988 6 0 4 6 5 2
1455102026 7 0 4 6 5 2
1455886038 7 0 4 6 5 3
1458309215 7 0 5 6 5 3
1458310106 7 0 6 6 5 3
1458312794 8 0 6 6 5 3
1458313074 9 0 6 6 5 3
1458913820 9 0 7 6 5 3
1459509466 10 0 7 6 5 3
1459509493 11 0 7 6 5 3
1459515011 12 0 7 6 5 3
1459518476 13 0 7 6 5 3
1460123205 13 0 8 6 5 3
1460123211 13 0 9 6 5 3
1460123913 14 1 9 6 5 3
1460731719 14 2 9 6 5 3
1461247801 15 2 9 6 5 3
1461283282 16 2 9 6 5 3
1461323776 16 3 9 6 5 3
1461323856 16 4 9 6 5 3
1461324079 17 4 9 6 5 3
1461332268 18 4 9 6 5 3
1461332700 18 5 9 6 5 3
1461332804 18 6 9 6 5 3
1461333604 19 6 9 6 5 3
1463142690 19 6 9 6 5 4
1463143274 19 7 9 6 5 4
1463143322 19 8 9 6 5 4
1463738370 20 8 9 6 5 4
1463738559 21 8 9 6 5 4
1463739836 22 8 9 6 5 4
1463740511 22 9 9 6 5 4
1463741916 22 10 9 6 5 4
1463757229 22 11 9 6 5 4
1464339976 23 11 9 6 5 4
1464341578 24 11 9 6 5 4
1464348454 25 11 9 6 5 4
